blk_no,street,postal_code,name,lat,lon,change_type,prev_name,prev_lat,prev_lon,location_change_meters,is_non_residential,name_formatted,address_formatted
59,MARINA COASTAL DRIVE,19964,NIL,1.26797299807086,103.859122035309,new_building,,,,,False,59 Marina Coastal Drive,"59 Marina Coastal Drive, Singapore 19964"
70,TELOK AYER STREET,48458,AMOY HOTEL,1.28303335965486,103.848666383796,new_building,,,,,True,Amoy Hotel,"70 Telok Ayer Street Amoy Hotel, Singapore 48458"
437,CLEMENTI CLOSE,120437,CLEMENTI EMERALD,1.31664918422922,103.762051682614,new_building,,,,,False,437 Clementi Close,"437 Clementi Close, Singapore 120437"
438,CLEMENTI CLOSE,120438,CLEMENTI EMERALD,1.31729073830566,103.762656171406,new_building,,,,,False,438 Clementi Close,"438 Clementi Close, Singapore 120438"
437A,CLEMENTI CLOSE,121437,CLEMENTI EMERALD,1.31647266685186,103.762961522245,new_building,,,,,False,437A Clementi Close,"437A Clementi Close, Singapore 121437"
438A,CLEMENTI CLOSE,121438,CLEMENTI EMERALD,1.31686971326399,103.762723628508,new_building,,,,,False,438A Clementi Close,"438A Clementi Close, Singapore 121438"
437B,CLEMENTI CLOSE,122437,CLEMENTI EMERALD,1.31662373060985,103.762393868662,new_building,,,,,False,437B Clementi Close,"437B Clementi Close, Singapore 122437"
438B,CLEMENTI CLOSE,122438,CLEMENTI EMERALD,1.31725205617556,103.762959005306,new_building,,,,,False,438B Clementi Close,"438B Clementi Close, Singapore 122438"
2,CLEMENTI CLOSE,129634,CLEMENTI POLYCLINIC,1.31703025735992,103.763480642855,new_building,,,,,True,Clementi Polyclinic,"2 Clementi Close Clementi Polyclinic, Singapore 129634"
185,MEI CHIN ROAD,140185,STIRLING HORIZON,1.29200741192021,103.800962553555,new_building,,,,,False,185 Mei Chin Road,"185 Mei Chin Road, Singapore 140185"
186,MEI CHIN ROAD,140186,STIRLING HORIZON,1.29166535542444,103.801236930997,new_building,,,,,False,186 Mei Chin Road,"186 Mei Chin Road, Singapore 140186"
187,MEI CHIN ROAD,140187,STIRLING HORIZON,1.29301990039928,103.801810807466,new_building,,,,,False,187 Mei Chin Road,"187 Mei Chin Road, Singapore 140187"
189,MEI CHIN ROAD,140189,STIRLING HORIZON,1.29381487720351,103.801889533735,new_building,,,,,False,189 Mei Chin Road,"189 Mei Chin Road, Singapore 140189"
190,MEI CHIN ROAD,140190,STIRLING HORIZON,1.29413953888947,103.802034176316,new_building,,,,,False,190 Mei Chin Road,"190 Mei Chin Road, Singapore 140190"
186A,MEI CHIN ROAD,141186,STIRLING HORIZON,1.29206919022228,103.801396859311,new_building,,,,,False,186A Mei Chin Road,"186A Mei Chin Road, Singapore 141186"
187A,MEI CHIN ROAD,141187,STIRLING HORIZON,1.29333044071733,103.801842672075,new_building,,,,,False,187A Mei Chin Road,"187A Mei Chin Road, Singapore 141187"
186B,MEI CHIN ROAD,142186,STIRLING HORIZON,1.29272711304594,103.801627215937,new_building,,,,,False,186B Mei Chin Road,"186B Mei Chin Road, Singapore 142186"
7,KIM SENG ROAD,169556,ZYON GALLERIA,1.29057222318949,103.833663072327,new_building,,,,,False,7 Kim Seng Road,"7 Kim Seng Road, Singapore 169556"
65,QUEEN STREET,188544,BUGIS VILLAGE,1.30089736824545,103.854869709434,new_building,,,,,False,65 Queen Street,"65 Queen Street, Singapore 188544"
66,QUEEN STREET,188545,BUGIS VILLAGE,1.30089736824545,103.854869709434,new_building,,,,,False,66 Queen Street,"66 Queen Street, Singapore 188545"
67,QUEEN STREET,188546,BUGIS VILLAGE,1.30089736824545,103.854869709434,new_building,,,,,False,67 Queen Street,"67 Queen Street, Singapore 188546"
20,CRAWFORD STREET,190020,CRAWFORD HEIGHTS,1.30563432294019,103.864739448575,new_building,,,,,False,20 Crawford Street,"20 Crawford Street, Singapore 190020"
21,CRAWFORD STREET,190021,CRAWFORD HEIGHTS,1.30501456390922,103.864674954432,new_building,,,,,False,21 Crawford Street,"21 Crawford Street, Singapore 190021"
20A,CRAWFORD STREET,191020,CRAWFORD HEIGHTS,1.30519457504196,103.864786099367,new_building,,,,,False,20A Crawford Street,"20A Crawford Street, Singapore 191020"
598,SERANGOON ROAD,218210,NIL,1.31522075766025,103.858397109361,new_building,,,,,False,598 Serangoon Road,"598 Serangoon Road, Singapore 218210"
100A,NORFOLK ROAD,219833,NIL,1.31570075546604,103.847354541269,new_building,,,,,False,100A Norfolk Road,"100A Norfolk Road, Singapore 219833"
17,UNITY STREET,239595,ROBERTSON WALK,1.29173909592834,103.841194495006,new_building,,,,,False,17 Unity Street,"17 Unity Street, Singapore 239595"
1,ZION CLOSE,247811,MILL POINT,1.29290709268773,103.830450365955,new_building,,,,,False,1 Zion Close,"1 Zion Close, Singapore 247811"
90,FERNHILL ROAD,259131,LADYHILL PARK,1.31181048077139,103.823534083764,new_building,,,,,True,Ladyhill Park,"90 Fernhill Road Ladyhill Park, Singapore 259131"
67,HOLLAND VILLAGE WAY,270067,HOLLAND VISTA,1.31049760838052,103.793732082564,new_building,,,,,False,67 Holland Village Way,"67 Holland Village Way, Singapore 270067"
68,HOLLAND VILLAGE WAY,270068,HOLLAND VISTA,1.31084413667355,103.793148897517,new_building,,,,,False,68 Holland Village Way,"68 Holland Village Way, Singapore 270068"
68A,HOLLAND VILLAGE WAY,271068,HOLLAND VISTA,1.31027378807376,103.793193787236,new_building,,,,,False,68A Holland Village Way,"68A Holland Village Way, Singapore 271068"
23A,MAPLE AVENUE,278529,EDEN PARK,1.33009079564825,103.791924874155,new_building,,,,,True,Eden Park,"23A Maple Avenue Eden Park, Singapore 278529"
444,HOLLAND ROAD,279216,BAN GUAN PARK,1.32276118629116,103.784007423333,new_building,,,,,True,Ban Guan Park,"444 Holland Road Ban Guan Park, Singapore 279216"
15,JALAN SEJARAH,299061,CAPITOL PARK (15),1.32922211653773,103.816939818382,new_building,,,,,True,Capitol Park (15),"15 Jalan Sejarah Capitol Park (15), Singapore 299061"
60A,KHEAM HOCK ROAD,299165,DUNEARN ESTATE,1.32978660619863,103.820134272782,new_building,,,,,False,60A Kheam Hock Road,"60A Kheam Hock Road, Singapore 299165"
2A,JALAN PASIRAN,309297,NIL,1.3189417872467,103.837371433601,new_building,,,,,False,2A Jalan Pasiran,"2A Jalan Pasiran, Singapore 309297"
4,JALAN PASIR RIA,309313,NIL,1.31889798544223,103.837464014124,new_building,,,,,False,4 Jalan Pasir Ria,"4 Jalan Pasir Ria, Singapore 309313"
4A,JALAN PASIR RIA,309314,NIL,1.31886099249219,103.837542202362,new_building,,,,,False,4A Jalan Pasir Ria,"4A Jalan Pasir Ria, Singapore 309314"
10,CHANCERY HILL ROAD,309651,NIL,1.32490441739295,103.839076136395,new_building,,,,,False,10 Chancery Hill Road,"10 Chancery Hill Road, Singapore 309651"
10A,CHANCERY HILL ROAD,309652,NIL,1.3249498477959,103.839057826928,new_building,,,,,False,10A Chancery Hill Road,"10A Chancery Hill Road, Singapore 309652"
