blk_no,street,postal_code,name,lat,lon,change_type,prev_name,prev_lat,prev_lon,location_change_meters
59,MARINA COASTAL DRIVE,19964,NIL,1.26797299807086,103.859122035309,new_building,,,,
70,TELOK AYER STREET,48458,AMOY HOTEL,1.28303335965486,103.848666383796,new_building,,,,
69,SCIENCE PARK DRIVE,119317,LYNDENWOODS (U/C),1.29132682464133,103.788260858007,new_building,,,,
437,CLEMENTI CLOSE,120437,CLEMENTI EMERALD,1.31664918422922,103.762051682614,new_building,,,,
438,CLEMENTI CLOSE,120438,CLEMENTI EMERALD,1.31729073830566,103.762656171406,new_building,,,,
437A,CLEMENTI CLOSE,121437,CLEMENTI EMERALD,1.31647266685186,103.762961522245,new_building,,,,
438A,CLEMENTI CLOSE,121438,CLEMENTI EMERALD,1.31686971326399,103.762723628508,new_building,,,,
437B,CLEMENTI CLOSE,122437,CLEMENTI EMERALD,1.31662373060985,103.762393868662,new_building,,,,
438B,CLEMENTI CLOSE,122438,CLEMENTI EMERALD,1.31725205617556,103.762959005306,new_building,,,,
64,FABER WALK,129624,FABER RESIDENCE (U/C),1.32266425545534,103.753872307473,new_building,,,,
66,FABER WALK,129625,FABER RESIDENCE (U/C),1.32276138463463,103.753476073315,new_building,,,,
68,FABER WALK,129626,FABER RESIDENCE (U/C),1.3226391247454,103.753326277681,new_building,,,,
70,FABER WALK,129627,FABER RESIDENCE (U/C),1.32251285476178,103.753171061755,new_building,,,,
2,CLEMENTI CLOSE,129634,CLEMENTI POLYCLINIC,1.31703025735992,103.763480642855,new_building,,,,
2,CLEMENTI CLOSE,129634,CLEMENTI POLYCLINIC (U/C),1.31703355684198,103.763506485103,new_building,,,,
54,FABER WALK,129849,FABER RESIDENCE (U/C),1.32250577329919,103.754273623469,new_building,,,,
56,FABER WALK,129850,FABER RESIDENCE (U/C),1.3223835134567,103.754123827807,new_building,,,,
58,FABER WALK,129851,FABER RESIDENCE (U/C),1.32225724352152,103.753968611854,new_building,,,,
60,FABER WALK,129852,FABER RESIDENCE (U/C),1.32241572562963,103.753567295882,new_building,,,,
62,FABER WALK,129853,FABER RESIDENCE (U/C),1.32254199558927,103.753722511823,new_building,,,,
185,MEI CHIN ROAD,140185,STIRLING HORIZON,1.29200741192021,103.800962553555,new_building,,,,
186,MEI CHIN ROAD,140186,STIRLING HORIZON,1.29166535542444,103.801236930997,new_building,,,,
187,MEI CHIN ROAD,140187,STIRLING HORIZON,1.29301990039928,103.801810807466,new_building,,,,
