blk_no,street,postal_code,name,lat,lon,change_type,prev_name,prev_lat,prev_lon,location_change_meters
59,MARINA COASTAL DRIVE,19964,NIL,1.26797299807086,103.859122035309,new_building,,,,
69,SCIENCE PARK DRIVE,119317,LYNDENWOODS,1.29132682464133,103.788260858007,new_building,,,,
437,CLEMENTI CLOSE,120437,CLEMENTI EMERALD,1.31664918422922,103.762051682614,new_building,,,,
438,CLEMENTI CLOSE,120438,CLEMENTI EMERALD,1.31729073830566,103.762656171406,new_building,,,,
437A,CLEMENTI CLOSE,121437,CLEMENTI EMERALD,1.31647266685186,103.762961522245,new_building,,,,
438A,CLEMENTI CLOSE,121438,CLEMENTI EMERALD,1.31686971326399,103.762723628508,new_building,,,,
437B,CLEMENTI C,122437,CLEMENTI EMERALD,1.31662373060985,103.762393868662,new_building,,,,
438B,CLEMENTI C,122438,CLEMENTI EMERALD,1.31725205617556,103.762959005306,new_building,,,,
2,CLEMENTI CLOSE,129634,CLEMENTI POLYCLINIC (U/C),1.31703025735992,103.763480642855,new_building,,,,
1,ZION PROMENDADE,169564,PROMENADE PEAK,1.29157008048749,103.833142480825,new_building,,,,
598,SERANGOON ROAD,218210,NIL,1.31522075766025,103.858397109361,new_building,,,,
11,RIVER VALLEY GREEN,239637,RIVER GREEN,1.29477065384575,103.833209033497,new_building,,,,
90,FERNHILL ROAD,259131,LADYHILL PARK,1.31180840460684,103.823559484665,new_building,,,,
23A,MAPLE AVENUE,278529,EDEN PARK,1.33008416850017,103.79193660426,new_building,,,,
444,HOLLAND ROAD,279216,BAN GUAN PARK,1.32276118629116,103.784007423333,new_building,,,,
15,JALAN SEJARAH,299061,CAPITOL PARK (15),1.32922211653773,103.816939818382,new_building,,,,
60A,KHEAM HOCK ROAD,299165,DUNEARN ESTATE,1.32978660619863,103.820134272782,new_building,,,,
10,CHANCERY HILL ROAD,309651,NIL,1.32490441739295,103.839076136395,new_building,,,,
10A,CHANCERY HILL ROAD,309652,NIL,1.3249498477959,103.839057826928,new_building,,,,
16,DYSON ROAD,309738,NIL,1.32501772540441,103.839266824811,new_building,,,,
8A,CHANCERY HILL ROAD,309831,NIL,1.3248571981644,103.839086213472,new_building,,,,
231,LAVENDER STREET,338779,NIL,1.31484790720171,103.859425468029,new_building,,,,
233,LAVENDER STREET,338780,NIL,1.31488735518082,103.859394401775,new_building,,,,
235,LAVENDER STREET,338781,NIL,1.314919735322,103.859368414815,new_building,,,,
115,UPPER ALJUNIED ROAD,367858,BIDADARI PARK CARPARK,1.33920313062044,103.875209943697,new_building,,,,
72,LANGSAT ROAD,426739,NIL,1.3152031501635,103.902852413136,new_building,,,,
10,FOUNDERS DRIVE,438585,FOUNDERS' MEMORIAL,1.28899993874357,103.869656314982,new_building,,,,
33B,WOO MON CHEW ROAD,456285,NIL,1.31642902163873,103.929223976019,new_building,,,,
89A,CHANGI BUSINESS PARK CENTRAL 2,489719,NIL,1.34252012769331,103.967479036134,new_building,,,,
21A,PASIR RIS STREET 21,519660,TEMPORARY SITE OFFICE,1.36596007766651,103.964884875608,new_building,,,,
545,UPPER SERANGOON ROAD,534554,NIL,1.34663246029241,103.871396830827,new_building,,,,
12A,ROSYTH ROAD,546388,NIL,1.36254760582586,103.874791354897,new_building,,,,
3B,BERWICK DRIVE,559890,SERANGOON GARDEN ESTATE,1.36526446637777,103.861920424021,new_building,,,,
3C,BERWICK DRIVE,559991,SERANGOON GARDEN ESTATE,1.36521406405494,103.861866274939,new_building,,,,
3D,BERWICK DRIVE,559992,SERANGOON GARDEN ESTATE,1.36516989243392,103.861812394103,new_building,,,,
3E,BERWICK DRIVE,559993,SERANGOON GARDEN ESTATE,1.3651275476972,103.861759116811,new_building,,,,
29,MAYFLOWER ROAD,568618,MAYFLOWER GARDENS,1.3706182493137,103.840620721798,new_building,,,,
9L,JALAN BERJAYA,578703,THOMSON RISE ESTATE,1.35366630255264,103.844560733627,new_building,,,,
13,GARDENIA ROAD,578970,ADELPHI PARK ESTATE,1.35594269693406,103.829158372991,new_building,,,,
338A,JURONG EAST AVENUE 1,601338,NIL,1.35048950673869,103.730974523701,new_building,,,,
