blk_no,street,postal_code,name,lat,lon,change_type,prev_name,prev_lat,prev_lon,location_change_meters
59,MARINA COASTAL DRIVE,19964,NIL,1.26797299807086,103.859122035309,new_building,,,,
70,TELOK AYER STREET,48458,AMOY HOTEL,1.28303335965486,103.848666383796,new_building,,,,
69,SCIENCE PARK DRIVE,119317,LYNDENWOODS (U/C),1.29132682464133,103.788260858007,new_building,,,,
437,CLEMENTI CLOSE,120437,CLEMENTI EMERALD,1.31664918422922,103.762051682614,new_building,,,,
438,CLEMENTI CLOSE,120438,CLEMENTI EMERALD,1.31729073830566,103.762656171406,new_building,,,,
437A,CLEMENTI CLOSE,121437,CLEMENTI EMERALD,1.31647266685186,103.762961522245,new_building,,,,
438A,CLEMENTI CLOSE,121438,CLEMENTI EMERALD,1.31686971326399,103.762723628508,new_building,,,,
437B,CLEMENTI CLOSE,122437,CLEMENTI EMERALD,1.31662373060985,103.762393868662,new_building,,,,
438B,CLEMENTI CLOSE,122438,CLEMENTI EMERALD,1.31725205617556,103.762959005306,new_building,,,,
2,CLEMENTI CLOSE,129634,CLEMENTI POLYCLINIC (U/C),1.31703025735992,103.763480642855,new_building,,,,
185,MEI CHIN ROAD,140185,STIRLING HORIZON,1.29200741192021,103.800962553555,new_building,,,,
186,MEI CHIN ROAD,140186,STIRLING HORIZON,1.29166535542444,103.801236930997,new_building,,,,
187,MEI CHIN ROAD,140187,STIRLING HORIZON,1.29301990039928,103.801810807466,new_building,,,,
189,MEI CHIN ROAD,140189,STIRLING HORIZON,1.29381487720351,103.801889533735,new_building,,,,
190,MEI CHIN ROAD,140190,STIRLING HORIZON,1.29413953888947,103.802034176316,new_building,,,,
186A,MEI CHIN ROAD,141186,STIRLING HORIZON,1.29206919022228,103.801396859311,new_building,,,,
187A,MEI CHIN ROAD,141187,STIRLING HORIZON,1.29333044071733,103.801842672075,new_building,,,,
186B,MEI CHIN ROAD,142186,STIRLING HORIZON,1.29272711304594,103.801627215937,new_building,,,,
9,KIM SENG ROAD,169555,ZYON GRAND (U/C),1.29057222318949,103.833663072327,new_building,,,,
7,KIM SENG ROAD,169556,ZYON GALLERIA,1.29057222318949,103.833663072327,new_building,,,,
5,KIM SENG ROAD,169557,ZYON GRAND (U/C),1.29057222318949,103.833663072327,new_building,,,,
3,KIM SENG ROAD,169558,ZYON GRAND (U/C),1.29057222318949,103.833663072327,new_building,,,,
1,ZION PROMENADE,169564,PROMENADE PEAK (U/C),1.29157008048749,103.833142480825,new_building,,,,
