blk_no,street,postal_code,name,lat,lon,change_type,prev_name,prev_lat,prev_lon,location_change_meters
69,SCIENCE PARK DRIVE,119317,LYNDENWOODS (U/C),1.29132682464133,103.788260858007,new_building,,,,
64,FABER WALK,129624,FABER RESIDENCE (U/C),1.32266425545534,103.753872307473,new_building,,,,
66,FABER WALK,129625,FABER RESIDENCE (U/C),1.32276138463463,103.753476073315,new_building,,,,
68,FABER WALK,129626,FABER RESIDENCE (U/C),1.3226391247454,103.753326277681,new_building,,,,
70,FABER WALK,129627,FABER RESIDENCE (U/C),1.32251285476178,103.753171061755,new_building,,,,
54,FABER WALK,129849,FABER RESIDENCE (U/C),1.32250577329919,103.754273623469,new_building,,,,
56,FABER WALK,129850,FABER RESIDENCE (U/C),1.3223835134567,103.754123827807,new_building,,,,
58,FABER WALK,129851,FABER RESIDENCE (U/C),1.32225724352152,103.753968611854,new_building,,,,
60,FABER WALK,129852,FABER RESIDENCE (U/C),1.32241572562963,103.753567295882,new_building,,,,
62,FABER WALK,129853,FABER RESIDENCE (U/C),1.32254199558927,103.753722511823,new_building,,,,
70,MARGARET DRIVE,149926,PENRITH (U/C),1.29617826940302,103.808766507183,new_building,,,,
72,MARGARET DRIVE,149927,PENRITH (U/C),1.29575849316746,103.808695216483,new_building,,,,
9,KIM SENG ROAD,169555,ZYON GRAND (U/C),1.29057222318949,103.833663072327,new_building,,,,
5,KIM SENG ROAD,169557,ZYON GRAND (U/C),1.29057222318949,103.833663072327,new_building,,,,
3,KIM SENG ROAD,169558,ZYON GRAND (U/C),1.29057222318949,103.833663072327,new_building,,,,
1,ZION PROMENADE,169564,PROMENADE PEAK (U/C),1.29157008048749,103.833142480825,new_building,,,,
7,UNITY STREET,239591,THE ROBERTSON OPUS (U/C),1.29192554149368,103.841540921931,new_building,,,,
9,UNITY STREET,239592,THE ROBERTSON OPUS (U/C),1.29192554149368,103.841540921931,new_building,,,,
13,UNITY STREET,239593,THE ROBERTSON OPUS (U/C),1.29192554149368,103.841540921931,new_building,,,,
15,UNITY STREET,239594,THE ROBERTSON OPUS (U/C),1.29192554149368,103.841540921931,new_building,,,,
11,RIVER VALLEY GREEN,239637,RIVER GREEN (U/C),1.29477065384575,103.833209033497,new_building,,,,
6,ROBIN DRIVE,259035,THE GIVERNY RESIDENCES (U/C),1.31899080448526,103.827575722615,new_building,,,,
21A,PASIR RIS STREET 21,519660,TEMPORARY SITE OFFICE,1.36596007766651,103.964884875608,new_building,,,,
230,JALAN JURONG KECHIL,598662,THE SEN (U/C),1.34689430757223,103.767861218438,new_building,,,,
222,JALAN JURONG KECHIL,599444,THE SEN (U/C),1.34689430757223,103.767861218438,new_building,,,,
224,JALAN JURONG KECHIL,599445,THE SEN (U/C),1.34689430757223,103.767861218438,new_building,,,,
226,JALAN JURONG KECHIL,599446,THE SEN (U/C),1.34689430757223,103.767861218438,new_building,,,,
228,JALAN JURONG KECHIL,599447,THE SEN (U/C),1.34689430757223,103.767861218438,new_building,,,,
1A,TUAS SOUTH EDGE,638626,SITE OFFICE,1.26109098006187,103.623066692881,new_building,,,,
50,DAIRY FARM WALK,679268,NARRA RESIDENCES (U/C),1.36866598874386,103.774481452739,new_building,,,,
52,DAIRY FARM WALK,679269,NARRA RESIDENCES (U/C),1.36866599177023,103.774604143489,new_building,,,,
54,DAIRY FARM WALK,679270,NARRA RESIDENCES (U/C),1.36866599520924,103.774743874802,new_building,,,,
56,DAIRY FARM WALK,679273,NARRA RESIDENCES (U/C),1.36805544515469,103.774723441162,new_building,,,,
58,DAIRY FARM WALK,679274,NARRA RESIDENCES (U/C),1.36805544171602,103.774583709884,new_building,,,,
60,DAIRY FARM WALK,679275,NARRA RESIDENCES (U/C),1.36760953471452,103.774583720729,new_building,,,,
62,DAIRY FARM WALK,679276,NARRA RESIDENCES (U/C),1.36761639850212,103.774737084205,new_building,,,,
64,DAIRY FARM WALK,679277,NARRA RESIDENCES (U/C),1.36755466136772,103.774904081187,new_building,,,,
51,CANBERRA CRESCENT,759827,CANBERRA CRESCENT RESIDENCES (U/C),1.44992123026952,103.829397162646,new_building,,,,
53,CANBERRA CRESCENT,759828,CANBERRA CRESCENT RESIDENCES (U/C),1.44992123026952,103.829397162646,new_building,,,,
55,CANBERRA CRESCENT,759829,CANBERRA CRESCENT RESIDENCES (U/C),1.44992123026952,103.829397162646,new_building,,,,
57,CANBERRA CRESCENT,759830,CANBERRA CRESCENT RESIDENCES (U/C),1.44992123026952,103.829397162646,new_building,,,,
811,UPPER THOMSON ROAD,788978,SPRINGLEAF RESIDENCE (U/C),1.39601248653792,103.817563198325,new_building,,,,
813,UPPER THOMSON ROAD,788979,SPRINGLEAF RESIDENCE (U/C),1.39601248653792,103.817563198325,new_building,,,,
815,UPPER THOMSON ROAD,788980,SPRINGLEAF RESIDENCE (U/C),1.39601248653792,103.817563198325,new_building,,,,
817,UPPER THOMSON ROAD,788981,SPRINGLEAF RESIDENCE (U/C),1.39601248653792,103.817563198325,new_building,,,,
819,UPPER THOMSON ROAD,788982,SPRINGLEAF RESIDENCE (U/C),1.39601248653792,103.817563198325,new_building,,,,
12,POLLEN VIEW,806854,POLLEN COLLECTION (U/C),1.38041743825984,103.859029982695,name_change,POLLEN COLLECTION,1.38041743825984,103.859029982695,
23A,PARBURY AVENUE,467338,THE LOOKOUT (U/C),1.31747625687824,103.943070580925,name_change,THE LOOKOUT,1.31747625687824,103.943070580925,
1,POLLEN WALK,807345,POLLEN COLLECTION (U/C),1.38205306051592,103.858811266484,name_change,POLLEN COLLECTION,1.38205306051592,103.858811266484,
26,POLLEN WALK,807343,POLLEN COLLECTION (U/C),1.38183083203113,103.859428238196,name_change,POLLEN COLLECTION,1.38183083203113,103.859428238196,
423,BELGRAVIA DRIVE,807798,BELGRAVIA ACE (U/C),1.38156006325228,103.864917232113,name_change,BELGRAVIA ACE,1.38156006325228,103.864917232113,
305A,PASIR PANJANG ROAD,119479,HARBOUR RESIDENCES (U/C),1.28701469938364,103.779005070862,name_change,HARBOUR RESIDENCES,1.28701469938364,103.779005070862,
475,BELGRAVIA DRIVE,807920,BELGRAVIA ACE (U/C),1.38164917079809,103.865834750012,name_change,BELGRAVIA ACE,1.38164917079809,103.865834750012,
391,BELGRAVIA DRIVE,807679,BELGRAVIA ACE (U/C),1.38120820783759,103.86455701475,name_change,BELGRAVIA ACE,1.38120820783759,103.86455701475,
515,BELGRAVIA DRIVE,808081,BELGRAVIA ACE (U/C),1.38131335792208,103.865372885217,name_change,BELGRAVIA ACE,1.38131335792208,103.865372885217,
32,GILSTEAD ROAD,309075,32 GILSTEAD (U/C),1.31763797210019,103.839239630907,name_change,32 GILSTEAD,1.31763797210019,103.839239630907,
39B,PARBURY AVENUE,465452,THE LOOKOUT (U/C),1.31759326172683,103.942882817347,name_change,THE LOOKOUT,1.31759326172683,103.942882817347,
19,POLLEN VIEW,807180,POLLEN COLLECTION (U/C),1.38087981239761,103.859275820638,name_change,POLLEN COLLECTION,1.38087981239761,103.859275820638,
481,BELGRAVIA DRIVE,807923,BELGRAVIA ACE (U/C),1.38161029022079,103.866041881884,name_change,BELGRAVIA ACE,1.38161029022079,103.866041881884,
16,POLLEN WALK,807338,POLLEN COLLECTION (U/C),1.38175842543545,103.859169889428,name_change,POLLEN COLLECTION,1.38175842543545,103.859169889428,
20,POLLEN VIEW,806858,POLLEN COLLECTION (U/C),1.38047577337032,103.859238142362,name_change,POLLEN COLLECTION,1.38047577337032,103.859238142362,
1,POLLEN VIEW,806997,POLLEN COLLECTION (U/C),1.38073949692686,103.858776707998,name_change,POLLEN COLLECTION,1.38073949692686,103.858776707998,
545,BELGRAVIA DRIVE,808096,BELGRAVIA ACE (U/C),1.38098154363227,103.865760198198,name_change,BELGRAVIA ACE,1.38098154363227,103.865760198198,
31,POLLEN VIEW,807186,POLLEN COLLECTION (U/C),1.38096975066055,103.859591292181,name_change,POLLEN COLLECTION,1.38096975066055,103.859591292181,
429,BELGRAVIA DRIVE,807801,BELGRAVIA ACE (U/C),1.38160928443009,103.864656078792,name_change,BELGRAVIA ACE,1.38160928443009,103.864656078792,
8,POLLEN WALK,807334,POLLEN COLLECTION (U/C),1.38169999697725,103.858961871895,name_change,POLLEN COLLECTION,1.38169999697725,103.858961871895,
21,POLLEN CRESCENT,807530,POLLEN COLLECTION (U/C),1.38231323227297,103.859091115995,name_change,POLLEN COLLECTION,1.38231323227297,103.859091115995,
24,MARINA VIEW,19960,W RESIDENCES MARINA VIEW – SINGAPORE (U/C),1.27670307917562,103.849736169355,name_change,MARINA VIEW RESIDENCES,1.27670307917562,103.849736169355,
489,BELGRAVIA DRIVE,807958,BELGRAVIA ACE (U/C),1.38133434082287,103.866116984135,name_change,BELGRAVIA ACE,1.38133434082287,103.866116984135,
215,PONGGOL SEVENTEENTH AVENUE,829714,WHITE COVE (U/C),1.41493886602854,103.903095443621,name_change,WHITE COVE,1.41493886602854,103.903095443621,
36,POLLEN VIEW,806990,POLLEN COLLECTION (U/C),1.38060215409346,103.859689113486,name_change,POLLEN COLLECTION,1.38060215409346,103.859689113486,
9,POLLEN CRESCENT,807524,POLLEN COLLECTION (U/C),1.38247176206401,103.85937310549,name_change,POLLEN COLLECTION,1.38247176206401,103.85937310549,
3,POLLEN VIEW,806998,POLLEN COLLECTION (U/C),1.38075677488844,103.858832279749,name_change,POLLEN COLLECTION,1.38075677488844,103.858832279749,
5,POLLEN WALK,807347,POLLEN COLLECTION (U/C),1.38207324855798,103.859015560765,name_change,POLLEN COLLECTION,1.38207324855798,103.859015560765,
5,MARINA GARDENS LANE,19917,ONE MARINA GARDENS (U/C),1.27580060851268,103.862936192351,name_change,ONE MARINA GARDENS,1.27580060851268,103.862936192351,
