blk_no,street,postal_code,name,lat,lon,change_type,prev_name,prev_lat,prev_lon,location_change_meters
69,SCIENCE PARK DRIVE,119317,LYNDENWOODS,1.29132682464133,103.788260858007,new_building,,,,
90,FERNHILL ROAD,259131,LADYHILL PARK,1.31180840460684,103.823559484665,new_building,,,,
23A,MAPLE AVENUE,278529,EDEN PARK,1.33008416850017,103.79193660426,new_building,,,,
15,JALAN SEJARAH,299061,CAPITOL PARK (15),1.32922211653773,103.816939818382,new_building,,,,
231,LAVENDER STREET,338779,NIL,1.31484790720171,103.859425468029,new_building,,,,
233,LAVENDER STREET,338780,NIL,1.31488735518082,103.859394401775,new_building,,,,
235,LAVENDER STREET,338781,NIL,1.314919735322,103.859368414815,new_building,,,,
72,LANGSAT ROAD,426739,NIL,1.3152031501635,103.902852413136,new_building,,,,
29,MAYFLOWER ROAD,568618,MAYFLOWER GARDENS,1.3706182493137,103.840620721798,new_building,,,,
160,LORONG 6 TOA PAYOH,319380,TOA PAYOH EAST COMMUNITY CLUB,1.33631536496443,103.854848437202,name_change,TOA PAYOH EAST COMMUNITY CLUB (PENDING RELOCATION),1.33631536496443,103.854848437202,
41,UPPER WELD ROAD,207398,MACPHERSON HOTEL,1.30614571565495,103.853711346797,name_change,NIL,1.30614571565495,103.853711346797,
80,MANDAI LAKE ROAD,729826,NIGHT SAFARI,1.4052369741867,103.788323242853,name_and_location_change,NIL,1.40050829280518,103.789963566126,556.524501657176
11,WOODLANDS CLOSE,737853,BETHESDA CHRISTIAN CENTRE,1.43482603452741,103.802773360648,name_change,CALROSE ACADEMY PTE. LTD.,1.43475840297332,103.802721060156,
10,JALAN UBI,409075,KAMPONG KEMBANGAN COMMUNITY CLUB (TEMP OFFICE),1.3177006204915,103.900833499817,name_change,KAMPONG UBI COMMUNITY CENTRE,1.31784644102688,103.900750123561,
65,WOODLEIGH PARK,357875,NIL,1.34011527351959,103.862721396199,location_change,NIL,1.33743254426552,103.866870149215,549.2600810839314
50,JURONG ISLAND HIGHWAY,627877,NIL,1.2805727238784,103.715853150469,location_change,NIL,1.28176147502858,103.718748794438,347.98312654587124
2,TEMASEK BOULEVARD,38982,CONRAD SINGAPORE MARINA BAY,1.29349139796574,103.858779513419,name_change,CONRAD CENTENNIAL SINGAPORE,1.29349139796574,103.858779513419,
60,STEVENS ROAD,257854,GOSPEL LIGHT BIBLE-PRESBYTERIAN CHURCH,1.31648645213424,103.826411850468,name_change,NIL,1.31661312897699,103.826149850948,
11,MERANTI CRESCENT,627806,NIL,1.24947679773694,103.68630054158,location_change,NIL,1.24579521073601,103.687601222492,434.1596139235719
8,SIN MING ROAD,575628,ARTISAN 8,1.35371665672148,103.836115880148,name_change,NIL,1.35371665672148,103.836115880148,
670,BEDOK NORTH STREET 3,469627,KAKI BUKIT COMMUNITY CENTRE,1.33335800926146,103.926857202735,name_change,KAKI BUKIT COMMUNITY CENTRE (U/C),1.33335800926146,103.926857202735,
1,MANDAI QUARRY ROAD,728635,HOME TEAM TACTICAL CENTRE,1.40921715884912,103.76354242,location_change,HOME TEAM TACTICAL CENTRE,1.40566322413826,103.76304525583,399.0252062885741
1,SERAYA AVENUE,628208,NIL,1.27589242545013,103.726871135948,location_change,NIL,1.27111672941869,103.736254000329,1170.465548513613
51,JOO CHIAT ROAD,427373,AQUEEN HERITAGE HOTEL - JOO CHIAT,1.31498200860554,103.89862059683,name_change,AM HOTEL,1.31498200860554,103.89862059683,
6,ANG MO KIO STREET 44,569253,NIL,1.36500301580801,103.859092846726,name_change,PATHLIGHT SCHOOL 2,1.36500301580801,103.859092846726,
845,YISHUN STREET 81,760845,KHATIB CENTRAL,1.4160188050375,103.835000766612,name_change,KAHTIB CENTRAL,1.4160188050375,103.835000766612,
1,MERLIMAU ROAD,628260,NIL,1.29012463967714,103.71324832038,location_change,NIL,1.28163643468789,103.713951107482,947.0732745152792
2000,UPPER CHANGI ROAD NORTH,508899,AIRPORT FIRE STATION 1,1.36978735831026,103.983270740951,name_change,NIL,1.36915922496461,103.983195958795,
126,YISHUN STREET 11,760126,CHONG PANG COMMUNITY CLUB (TEMP OFFICE),1.43350905989816,103.830011887888,name_change,CHONG PANG COMMUNITY CLUB (TEMPORARY OFFICE),1.43350905989816,103.830011887888,
6,ANG MO KIO STREET 53,569205,CHENG SAN COMMUNITY CLUB (U/C),1.37191523463477,103.849375024665,name_change,CHENG SAN COMMUNITY CLUB (PENDING U/C),1.37178045438826,103.849569974207,
17,SAKRA ROAD,627886,NIL,1.26103987283295,103.703700648738,location_change,NIL,1.26485446056716,103.704820373564,442.0505910969017
297C,LORONG 6 TOA PAYOH,319389,NIL,1.33021801545927,103.85195095117,name_change,SINGAPORE TABLE TENNIS ACADEMY,1.33025700558676,103.851966024301,
26B,CAVAN ROAD,209854,NEST HOTEL,1.31087924800926,103.861821440459,name_change,HOTEL SNOW LAVENDER,1.31087924800926,103.861821440459,
50,SERANGOON AVENUE 2,556129,BRADDELL HEIGHTS COMMUNITY CLUB (U/C),1.35169038154618,103.870408875865,name_change,BRADDELL HEIGHTS COMMUNITY CLUB (PENDING U/C),1.3516281467669,103.870443227253,
1,WOODLANDS STREET 81,738526,WOODLANDS COMMUNITY CLUB (U/C),1.43981512387409,103.788244210049,name_change,WOODLANDS COMMUNITY CLUB (PENDING U/C),1.43981512387409,103.788244210049,
435,ANG MO KIO AVENUE 10,560435,CHENG SAN COMMUNITY CLUB (TEMP OFFICE),1.36766116325929,103.854307499675,name_change,CHONG BOON RISE,1.36770367834269,103.854214313011,
84,SELETAR NORTH LINK,797615,NIL,1.4242714099209,103.889735912434,location_change,NIL,1.42155562012161,103.894478622843,607.5655206769762
59,PENJURU ROAD,609142,NIL,1.30217816743926,103.732876447907,location_change,NIL,1.30440574405769,103.735168988719,355.39126756134385
1M,YONG SIAK STREET,168641,TIONG BAHRU ESTATE,1.28230406576485,103.830358561481,name_change,NIL,1.28227412452802,103.830320866261,
180,BEDOK RESERVOIR ROAD,479220,EUNOS COMMUNITY CLUB (U/C),1.33262678312198,103.915230025095,name_change,EUNOS COMMUNITY CLUB (PENDING U/C),1.33262678312198,103.915230025095,
98,VICTORIA STREET,188066,CENTRAL ARTS LIBRARY,1.29743229408405,103.854071363949,name_change,INFORMATICS ACADEMY,1.29762767084737,103.854548604259,
