blk_no,street,postal_code,name,lat,lon,change_type,prev_name,prev_lat,prev_lon,location_change_meters
20A,REPUBLIC AVENUE,39969,TEMPORARY SITE OFFICE,1.29889797716708,103.862538779845,new_building,,,,
67,TAMPINES STREET 62,529420,AURELLE OF TAMPINES (U/C),1.36950253998581,103.941032805985,new_building,,,,
15A,JURONG TOWN HALL ROAD,609890,TEMPORARY SITE OFFICE,1.33067522480302,103.740968402065,new_building,,,,
18,PLANTATION CLOSE,699866,NOVO PLACE (U/C),1.34913844106138,103.73704975386,new_building,,,,
16,PLANTATION CLOSE,699867,NOVO PLACE (U/C),1.34913844106138,103.73704975386,new_building,,,,
52,LENTOR GARDENS,788844,LENTOR MANSION (U/C),1.38327514262867,103.833148101837,name_change,NIL,1.38327514262867,103.833148101837,
64,LENTOR GARDENS,788850,LENTOR MANSION (U/C),1.38327514262867,103.833148101837,name_change,NIL,1.38327514262867,103.833148101837,
56,LENTOR GARDENS,788846,LENTOR MANSION (U/C),1.38327514262867,103.833148101837,name_change,NIL,1.38327514262867,103.833148101837,
60,LENTOR GARDENS,788848,LENTOR MANSION (U/C),1.38327514262867,103.833148101837,name_change,NIL,1.38327514262867,103.833148101837,
58,LENTOR GARDENS,788847,LENTOR MANSION (U/C),1.38327514262867,103.833148101837,name_change,NIL,1.38327514262867,103.833148101837,
9,PASIR RIS DRIVE 6,519421,HAI SING CATHOLIC SCHOOL (U/C),1.3743371707478,103.954544548905,name_change,HAI SING CATHOLIC SCHOOL,1.3743371707478,103.954544548905,
2,JURONG EAST CENTRAL 1,609731,J'DEN (U/C),1.33335548871256,103.740182040775,name_change,J'DEN,1.33335548871256,103.740182040775,
32,LENTOR HILLS ROAD,788851,LENTORIA (U/C),1.38196577099896,103.834569911036,name_change,NIL,1.38196577099896,103.834569911036,
38,LENTOR HILLS ROAD,788854,LENTORIA (U/C),1.38196577099896,103.834569911036,name_change,NIL,1.38196577099896,103.834569911036,
10,WOODLANDS RING ROAD,738239,WOODLANDS RING SECONDARY SCHOOL (U/C),1.43648894729939,103.800148469692,name_change,WOODLANDS RING SECONDARY SCHOOL,1.43648894729939,103.800148469692,
62,LENTOR GARDENS,788849,LENTOR MANSION (U/C),1.38327514262867,103.833148101837,name_change,NIL,1.38327514262867,103.833148101837,
36,LENTOR HILLS ROAD,788853,LENTORIA (U/C),1.38196577099896,103.834569911036,name_change,NIL,1.38196577099896,103.834569911036,
54,LENTOR GARDENS,788845,LENTOR MANSION (U/C),1.38327514262867,103.833148101837,name_change,NIL,1.38327514262867,103.833148101837,
34,LENTOR HILLS ROAD,788852,LENTORIA (U/C),1.38196577099896,103.834569911036,name_change,NIL,1.38196577099896,103.834569911036,
